Sample	Family.ID	SubPopulation	Population.Description	Gender	Population
HG01683	IBS030	IBS	Iberian populations in Spain	male	EUR
HG01684	IBS030	IBS	Iberian populations in Spain	female	EUR
HG01685	IBS031	IBS	Iberian populations in Spain	female	EUR
HG01775	IBS050	IBS	Iberian populations in Spain	male	EUR
HG01776	IBS051	IBS	Iberian populations in Spain	female	EUR
HG01777	IBS051	IBS	Iberian populations in Spain	male	EUR
HG01778	IBS051	IBS	Iberian populations in Spain	male	EUR
HG01779	IBS052	IBS	Iberian populations in Spain	female	EUR
HG01780	IBS052	IBS	Iberian populations in Spain	male	EUR
HG01781	IBS052	IBS	Iberian populations in Spain	male	EUR
HG01782	IBS053	IBS	Iberian populations in Spain	female	EUR
HG01618	IBS019	IBS	Iberian populations in Spain	female	EUR
HG01619	IBS018	IBS	Iberian populations in Spain	male	EUR
HG01620	IBS018	IBS	Iberian populations in Spain	female	EUR
HG01621	IBS018	IBS	Iberian populations in Spain	male	EUR
HG01622	IBS017	IBS	Iberian populations in Spain	female	EUR
HG01623	IBS017	IBS	Iberian populations in Spain	female	EUR
HG01624	IBS017	IBS	Iberian populations in Spain	male	EUR
HG01625	IBS016	IBS	Iberian populations in Spain	male	EUR
HG01626	IBS016	IBS	Iberian populations in Spain	female	EUR
HG01627	IBS016	IBS	Iberian populations in Spain	male	EUR
HG01628	IBS015	IBS	Iberian populations in Spain	female	EUR
HG01629	IBS015	IBS	Iberian populations in Spain	male	EUR
HG01630	IBS015	IBS	Iberian populations in Spain	male	EUR
HG01747	IBS041	IBS	Iberian populations in Spain	male	EUR
HG01633	IBS014	IBS	Iberian populations in Spain	male	EUR
HG01667	IBS025	IBS	Iberian populations in Spain	male	EUR
HG02218	IBS055	IBS	Iberian populations in Spain	female	EUR
HG02219	IBS055	IBS	Iberian populations in Spain	male	EUR
HG02220	IBS056	IBS	Iberian populations in Spain	female	EUR
HG02221	IBS056	IBS	Iberian populations in Spain	male	EUR
HG01673	IBS027	IBS	Iberian populations in Spain	female	EUR
HG01674	IBS027	IBS	Iberian populations in Spain	male	EUR
HG02225	IBS057	IBS	Iberian populations in Spain	female	EUR
HG02229	IBS059	IBS	Iberian populations in Spain	female	EUR
HG02230	IBS059	IBS	Iberian populations in Spain	female	EUR
HG02231	IBS059	IBS	Iberian populations in Spain	male	EUR
HG02232	IBS060	IBS	Iberian populations in Spain	female	EUR
HG01770	IBS049	IBS	Iberian populations in Spain	female	EUR
HG01771	IBS049	IBS	Iberian populations in Spain	male	EUR
HG01772	IBS049	IBS	Iberian populations in Spain	female	EUR
HG01773	IBS050	IBS	Iberian populations in Spain	female	EUR
HG01774	IBS050	IBS	Iberian populations in Spain	male	EUR
HG02238	IBS062	IBS	Iberian populations in Spain	male	EUR
HG02239	IBS062	IBS	Iberian populations in Spain	female	EUR
HG02240	IBS062	IBS	Iberian populations in Spain	female	EUR
HG01687	IBS031	IBS	Iberian populations in Spain	female	EUR
HG01614	IBS020	IBS	Iberian populations in Spain	female	EUR
HG01615	IBS020	IBS	Iberian populations in Spain	male	EUR
HG01616	IBS019	IBS	Iberian populations in Spain	female	EUR
HG01617	IBS019	IBS	Iberian populations in Spain	male	EUR
HG01605	IBS023	IBS	Iberian populations in Spain	female	EUR
HG01631	IBS014	IBS	Iberian populations in Spain	male	EUR
HG01632	IBS014	IBS	Iberian populations in Spain	female	EUR
HG02217	IBS055	IBS	Iberian populations in Spain	female	EUR
HG02236	IBS061	IBS	Iberian populations in Spain	male	EUR
HG02237	IBS061	IBS	Iberian populations in Spain	female	EUR
HG01610	IBS021	IBS	Iberian populations in Spain	male	EUR
HG02222	IBS056	IBS	Iberian populations in Spain	female	EUR
HG02223	IBS057	IBS	Iberian populations in Spain	female	EUR
HG01601	IBS024	IBS	Iberian populations in Spain	male	EUR
HG01602	IBS024	IBS	Iberian populations in Spain	female	EUR
HG01603	IBS024	IBS	Iberian populations in Spain	male	EUR
HG01604	IBS023	IBS	Iberian populations in Spain	female	EUR
HG01606	IBS023	IBS	Iberian populations in Spain	male	EUR
HG02233	IBS060	IBS	Iberian populations in Spain	male	EUR
HG02234	IBS060	IBS	Iberian populations in Spain	male	EUR
HG02235	IBS061	IBS	Iberian populations in Spain	female	EUR
HG01612	IBS021	IBS	Iberian populations in Spain	female	EUR
HG01607	IBS022	IBS	Iberian populations in Spain	female	EUR
HG01608	IBS022	IBS	Iberian populations in Spain	male	EUR
HG01611	IBS021	IBS	Iberian populations in Spain	male	EUR
HG01609	IBS022	IBS	Iberian populations in Spain	male	EUR
HG01613	IBS020	IBS	Iberian populations in Spain	female	EUR
HG02224	IBS057	IBS	Iberian populations in Spain	male	EUR
HG03866	IT030	ITU	Indian Telugu in the UK	male	SAS
HG03714	IT009	ITU	Indian Telugu in the UK	female	SAS
HG03730	IT011	ITU	Indian Telugu in the UK	female	SAS
HG03864	IT034	ITU	Indian Telugu in the UK	male	SAS
HG03717	IT010	ITU	Indian Telugu in the UK	female	SAS
HG03729	IT013	ITU	Indian Telugu in the UK	male	SAS
HG03722	IT002	ITU	Indian Telugu in the UK	female	SAS
HG04001	IT053	ITU	Indian Telugu in the UK	female	SAS
HG03715	IT001	ITU	Indian Telugu in the UK	male	SAS
HG03713	IT001	ITU	Indian Telugu in the UK	male	SAS
HG03879	IT006	ITU	Indian Telugu in the UK	male	SAS
HG03882	IT039a	ITU	Indian Telugu in the UK	female	SAS
HG03976	IT050	ITU	Indian Telugu in the UK	male	SAS
HG03716	IT009	ITU	Indian Telugu in the UK	male	SAS
HG03731	IT013	ITU	Indian Telugu in the UK	female	SAS
HG03869	IT035	ITU	Indian Telugu in the UK	male	SAS
HG03719	IT002	ITU	Indian Telugu in the UK	female	SAS
HG03727	IT003	ITU	Indian Telugu in the UK	male	SAS
HG03720	IT052	ITU	Indian Telugu in the UK	male	SAS
HG03873	IT030	ITU	Indian Telugu in the UK	female	SAS
HG03721	IT003	ITU	Indian Telugu in the UK	female	SAS
HG04002	IT053	ITU	Indian Telugu in the UK	male	SAS
HG03862	IT035	ITU	Indian Telugu in the UK	female	SAS
HG03973	IT050	ITU	Indian Telugu in the UK	female	SAS
HG03863	IT033	ITU	Indian Telugu in the UK	female	SAS
HG04076	IT191	ITU	Indian Telugu in the UK	female	SAS
HG03977	IT047	ITU	Indian Telugu in the UK	female	SAS
HG03867	IT038	ITU	Indian Telugu in the UK	male	SAS
HG03868	IT5	ITU	Indian Telugu in the UK	female	SAS
HG03718	IT010	ITU	Indian Telugu in the UK	male	SAS
HG03871	HG03871	ITU	Indian Telugu in the UK	male	SAS
HG04060	IT183	ITU	Indian Telugu in the UK	male	SAS
HG03872	IT036	ITU	Indian Telugu in the UK	male	SAS
HG04062	IT182	ITU	Indian Telugu in the UK	female	SAS
HG03875	IT40	ITU	Indian Telugu in the UK	male	SAS
HG03725	IT002	ITU	Indian Telugu in the UK	male	SAS
HG03723	IT012	ITU	Indian Telugu in the UK	female	SAS
HG03876	IT006	ITU	Indian Telugu in the UK	male	SAS
HG04024	IT056	ITU	Indian Telugu in the UK	female	SAS
HG04080	IT194	ITU	Indian Telugu in the UK	male	SAS
HG04090	IT199	ITU	Indian Telugu in the UK	female	SAS
HG04093	IT199	ITU	Indian Telugu in the UK	male	SAS
HG04058	IT184	ITU	Indian Telugu in the UK	male	SAS
HG04015	IT060	ITU	Indian Telugu in the UK	male	SAS
HG04098	IT205	ITU	Indian Telugu in the UK	male	SAS
HG04017	IT061	ITU	Indian Telugu in the UK	male	SAS
HG04018	IT007	ITU	Indian Telugu in the UK	female	SAS
HG04063	IT183	ITU	Indian Telugu in the UK	female	SAS
HG03874	IT006	ITU	Indian Telugu in the UK	female	SAS
HG03742	IT015	ITU	Indian Telugu in the UK	male	SAS
HG03861	IT032	ITU	Indian Telugu in the UK	female	SAS
HG04050	IT177	ITU	Indian Telugu in the UK	female	SAS
HG04053	IT178	ITU	Indian Telugu in the UK	male	SAS
HG04054	IT180	ITU	Indian Telugu in the UK	female	SAS
HG04055	IT179	ITU	Indian Telugu in the UK	male	SAS
HG03732	IT003	ITU	Indian Telugu in the UK	male	SAS
HG03870	IT037	ITU	Indian Telugu in the UK	male	SAS
HG04059	IT184	ITU	Indian Telugu in the UK	female	SAS
HG03772	IT004	ITU	Indian Telugu in the UK	female	SAS
HG04061	IT182	ITU	Indian Telugu in the UK	male	SAS
HG03774	IT020	ITU	Indian Telugu in the UK	female	SAS
HG03775	IT020	ITU	Indian Telugu in the UK	male	SAS
HG03777	IT022	ITU	Indian Telugu in the UK	male	SAS
HG04070	IT45	ITU	Indian Telugu in the UK	female	SAS
HG03779	IT019	ITU	Indian Telugu in the UK	male	SAS
HG03780	IT039	ITU	Indian Telugu in the UK	female	SAS
HG03781	IT018	ITU	Indian Telugu in the UK	female	SAS
HG03782	IT029	ITU	Indian Telugu in the UK	female	SAS
HG04056	IT180	ITU	Indian Telugu in the UK	male	SAS
HG03770	IT016	ITU	Indian Telugu in the UK	female	SAS
HG04096	IT202	ITU	Indian Telugu in the UK	male	SAS
HG03786	IT023	ITU	Indian Telugu in the UK	male	SAS
HG03787	IT027	ITU	Indian Telugu in the UK	female	SAS
HG03788	IT028	ITU	Indian Telugu in the UK	male	SAS
HG03789	IT028	ITU	Indian Telugu in the UK	female	SAS
HG03790	IT025	ITU	Indian Telugu in the UK	male	SAS
HG03792	IT026	ITU	Indian Telugu in the UK	male	SAS
HG04023	IT058	ITU	Indian Telugu in the UK	male	SAS
HG04118	IT214	ITU	Indian Telugu in the UK	female	SAS
HG04025	IT058	ITU	Indian Telugu in the UK	female	SAS
HG04026	IT061	ITU	Indian Telugu in the UK	female	SAS
HG03783	IT029	ITU	Indian Telugu in the UK	male	SAS
HG04094	IT201	ITU	Indian Telugu in the UK	male	SAS
HG03960	IT044	ITU	Indian Telugu in the UK	male	SAS
HG03963	IT042	ITU	Indian Telugu in the UK	male	SAS
HG03965	IT45	ITU	Indian Telugu in the UK	male	SAS
HG03967	IT51	ITU	Indian Telugu in the UK	male	SAS
HG03968	IT046	ITU	Indian Telugu in the UK	female	SAS
HG03969	IT046	ITU	Indian Telugu in the UK	male	SAS
HG03971	IT048	ITU	Indian Telugu in the UK	male	SAS
HG03972	IT049	ITU	Indian Telugu in the UK	female	SAS
HG04198	IT220	ITU	Indian Telugu in the UK	male	SAS
HG03974	IT049	ITU	Indian Telugu in the UK	male	SAS
HG04200	IT220	ITU	Indian Telugu in the UK	female	SAS
HG04202	IT222	ITU	Indian Telugu in the UK	female	SAS
HG03978	IT047	ITU	Indian Telugu in the UK	male	SAS
HG04206	HG04206	ITU	Indian Telugu in the UK	male	SAS
HG03771	IT016	ITU	Indian Telugu in the UK	male	SAS
HG04209	IT217	ITU	Indian Telugu in the UK	female	SAS
HG03773	IT004	ITU	Indian Telugu in the UK	male	SAS
HG04211	IT223	ITU	Indian Telugu in the UK	male	SAS
HG04212	IT223	ITU	Indian Telugu in the UK	female	SAS
HG04214	IT226	ITU	Indian Telugu in the UK	female	SAS
HG03778	IT21	ITU	Indian Telugu in the UK	male	SAS
HG04216	IT227	ITU	Indian Telugu in the UK	female	SAS
HG04217	IT220	ITU	Indian Telugu in the UK	female	SAS
HG04219	IT228	ITU	Indian Telugu in the UK	male	SAS
HG04222	IT225	ITU	Indian Telugu in the UK	male	SAS
HG04225	IT231	ITU	Indian Telugu in the UK	male	SAS
HG03784	IT023	ITU	Indian Telugu in the UK	female	SAS
HG03785	IT024	ITU	Indian Telugu in the UK	male	SAS
HG04014	IT059	ITU	Indian Telugu in the UK	female	SAS
HG04235	IT237	ITU	Indian Telugu in the UK	male	SAS
HG04238	IT240	ITU	Indian Telugu in the UK	male	SAS
HG04239	HG04239	ITU	Indian Telugu in the UK	male	SAS
HG04019	IT056	ITU	Indian Telugu in the UK	male	SAS
HG04020	IT059	ITU	Indian Telugu in the UK	male	SAS
HG04022	IT062	ITU	Indian Telugu in the UK	male	SAS
NA18942	NA18942	JPT	Japanese in Tokyo, Japan	female	EAS
NA18939	NA18939	JPT	Japanese in Tokyo, Japan	female	EAS
NA18940	NA18940	JPT	Japanese in Tokyo, Japan	male	EAS
NA18941	NA18941	JPT	Japanese in Tokyo, Japan	female	EAS
NA19080	NA19080	JPT	Japanese in Tokyo, Japan	female	EAS
NA19081	NA19081	JPT	Japanese in Tokyo, Japan	female	EAS
NA19082	NA19082	JPT	Japanese in Tokyo, Japan	male	EAS
NA19083	NA19083	JPT	Japanese in Tokyo, Japan	male	EAS
NA19084	NA19084	JPT	Japanese in Tokyo, Japan	female	EAS
NA19085	NA19085	JPT	Japanese in Tokyo, Japan	male	EAS
NA19086	NA19086	JPT	Japanese in Tokyo, Japan	male	EAS
NA19087	NA19087	JPT	Japanese in Tokyo, Japan	female	EAS
NA19088	NA19088	JPT	Japanese in Tokyo, Japan	male	EAS
NA19089	NA19089	JPT	Japanese in Tokyo, Japan	male	EAS
NA19090	NA19090	JPT	Japanese in Tokyo, Japan	female	EAS
NA19091	NA19091	JPT	Japanese in Tokyo, Japan	male	EAS
NA18943	NA18943	JPT	Japanese in Tokyo, Japan	male	EAS
NA18944	NA18944	JPT	Japanese in Tokyo, Japan	male	EAS
NA18945	NA18945	JPT	Japanese in Tokyo, Japan	male	EAS
NA18946	NA18946	JPT	Japanese in Tokyo, Japan	female	EAS
NA18947	NA18947	JPT	Japanese in Tokyo, Japan	female	EAS
NA18948	NA18948	JPT	Japanese in Tokyo, Japan	male	EAS
NA18949	NA18949	JPT	Japanese in Tokyo, Japan	female	EAS
NA18950	NA18950	JPT	Japanese in Tokyo, Japan	female	EAS
NA18951	NA18951	JPT	Japanese in Tokyo, Japan	female	EAS
NA18952	NA18952	JPT	Japanese in Tokyo, Japan	male	EAS
NA18953	NA18953	JPT	Japanese in Tokyo, Japan	male	EAS
NA18954	NA18954	JPT	Japanese in Tokyo, Japan	female	EAS
NA18955	NA18955	JPT	Japanese in Tokyo, Japan	male	EAS
NA18956	NA18956	JPT	Japanese in Tokyo, Japan	female	EAS
NA18957	NA18957	JPT	Japanese in Tokyo, Japan	female	EAS
NA18959	NA18959	JPT	Japanese in Tokyo, Japan	male	EAS
NA18960	NA18960	JPT	Japanese in Tokyo, Japan	male	EAS
NA18961	NA18961	JPT	Japanese in Tokyo, Japan	male	EAS
NA18962	NA18962	JPT	Japanese in Tokyo, Japan	male	EAS
NA18963	NA18963	JPT	Japanese in Tokyo, Japan	female	EAS
NA18964	NA18964	JPT	Japanese in Tokyo, Japan	female	EAS
NA18965	NA18965	JPT	Japanese in Tokyo, Japan	male	EAS
NA18966	NA18966	JPT	Japanese in Tokyo, Japan	male	EAS
NA18967	NA18967	JPT	Japanese in Tokyo, Japan	male	EAS
NA18968	NA18968	JPT	Japanese in Tokyo, Japan	female	EAS
NA18969	NA18969	JPT	Japanese in Tokyo, Japan	female	EAS
NA18970	NA18970	JPT	Japanese in Tokyo, Japan	male	EAS
NA18971	NA18971	JPT	Japanese in Tokyo, Japan	male	EAS
NA18972	NA18972	JPT	Japanese in Tokyo, Japan	female	EAS
NA18973	NA18973	JPT	Japanese in Tokyo, Japan	female	EAS
NA18974	NA18974	JPT	Japanese in Tokyo, Japan	male	EAS
NA18975	NA18975	JPT	Japanese in Tokyo, Japan	female	EAS
NA18976	NA18976	JPT	Japanese in Tokyo, Japan	female	EAS
NA18977	NA18977	JPT	Japanese in Tokyo, Japan	male	EAS
NA18978	NA18978	JPT	Japanese in Tokyo, Japan	female	EAS
NA18979	NA18979	JPT	Japanese in Tokyo, Japan	female	EAS
NA18980	NA18980	JPT	Japanese in Tokyo, Japan	female	EAS
NA18981	NA18981	JPT	Japanese in Tokyo, Japan	female	EAS
NA18982	NA18982	JPT	Japanese in Tokyo, Japan	male	EAS
NA18983	NA18983	JPT	Japanese in Tokyo, Japan	male	EAS
NA18984	NA18984	JPT	Japanese in Tokyo, Japan	male	EAS
NA18985	NA18985	JPT	Japanese in Tokyo, Japan	male	EAS
NA18986	NA18986	JPT	Japanese in Tokyo, Japan	male	EAS
NA18987	NA18987	JPT	Japanese in Tokyo, Japan	female	EAS
NA18988	NA18988	JPT	Japanese in Tokyo, Japan	male	EAS
NA18989	NA18989	JPT	Japanese in Tokyo, Japan	male	EAS
NA18990	NA18990	JPT	Japanese in Tokyo, Japan	male	EAS
NA18991	NA18991	JPT	Japanese in Tokyo, Japan	female	EAS
NA18992	NA18992	JPT	Japanese in Tokyo, Japan	female	EAS
NA18993	NA18993	JPT	Japanese in Tokyo, Japan	female	EAS
NA18994	NA18994	JPT	Japanese in Tokyo, Japan	male	EAS
NA18995	NA18995	JPT	Japanese in Tokyo, Japan	male	EAS
NA18997	NA18997	JPT	Japanese in Tokyo, Japan	female	EAS
NA18998	NA18998	JPT	Japanese in Tokyo, Japan	female	EAS
NA18999	NA18999	JPT	Japanese in Tokyo, Japan	female	EAS
NA19000	NA19000	JPT	Japanese in Tokyo, Japan	male	EAS
NA19001	NA19001	JPT	Japanese in Tokyo, Japan	female	EAS
NA19002	NA19002	JPT	Japanese in Tokyo, Japan	female	EAS
NA19003	NA19003	JPT	Japanese in Tokyo, Japan	female	EAS
NA19004	NA19004	JPT	Japanese in Tokyo, Japan	male	EAS
NA19005	NA19005	JPT	Japanese in Tokyo, Japan	male	EAS
NA19006	NA19006	JPT	Japanese in Tokyo, Japan	male	EAS
NA19007	NA19007	JPT	Japanese in Tokyo, Japan	male	EAS
NA19009	NA19009	JPT	Japanese in Tokyo, Japan	male	EAS
NA19010	NA19010	JPT	Japanese in Tokyo, Japan	female	EAS
NA19011	NA19011	JPT	Japanese in Tokyo, Japan	female	EAS
NA19012	NA19012	JPT	Japanese in Tokyo, Japan	male	EAS
NA19078	NA19078	JPT	Japanese in Tokyo, Japan	female	EAS
NA19079	NA19079	JPT	Japanese in Tokyo, Japan	male	EAS
NA19063	NA19063	JPT	Japanese in Tokyo, Japan	male	EAS
NA19064	NA19064	JPT	Japanese in Tokyo, Japan	female	EAS
NA19065	NA19065	JPT	Japanese in Tokyo, Japan	female	EAS
NA19066	NA19066	JPT	Japanese in Tokyo, Japan	male	EAS
NA19067	NA19067	JPT	Japanese in Tokyo, Japan	male	EAS
NA19054	NA19054	JPT	Japanese in Tokyo, Japan	female	EAS
NA19055	NA19055	JPT	Japanese in Tokyo, Japan	male	EAS
NA19056	NA19056	JPT	Japanese in Tokyo, Japan	male	EAS
NA19057	NA19057	JPT	Japanese in Tokyo, Japan	female	EAS
NA19058	NA19058	JPT	Japanese in Tokyo, Japan	male	EAS
NA19059	NA19059	JPT	Japanese in Tokyo, Japan	female	EAS
NA19060	NA19060	JPT	Japanese in Tokyo, Japan	male	EAS
NA19062	NA19062	JPT	Japanese in Tokyo, Japan	male	EAS
NA19074	NA19074	JPT	Japanese in Tokyo, Japan	female	EAS
NA19068	NA19068	JPT	Japanese in Tokyo, Japan	male	EAS
NA19070	NA19070	JPT	Japanese in Tokyo, Japan	male	EAS
NA19072	NA19072	JPT	Japanese in Tokyo, Japan	male	EAS
NA19075	NA19075	JPT	Japanese in Tokyo, Japan	male	EAS
NA19076	NA19076	JPT	Japanese in Tokyo, Japan	male	EAS
NA19077	NA19077	JPT	Japanese in Tokyo, Japan	female	EAS
HG01595	VN001	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02059	VN061	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02016	VN046	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02030	VN051	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02134	VN080	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02020	VN047	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02071	VN065	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02526	VN91	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02135	VN081	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02015	VN046	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02136	VN081	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG01596	VN002	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG01842	VN009	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02056	VN060	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG01858	VN025	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02128	VN078	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG01859	VN026	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02139	VN083	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02083	VN069	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02028	VN050	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02130	VN079	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG01861	VN028	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG01862	VN029	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02057	VN060	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02137	VN081	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02138	VN082	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02061	VN061	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02068	VN064	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG01857	VN024	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG01853	VN020	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG01860	VN027	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02070	VN064	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02524	VN91	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02082	VN068	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02029	VN050	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02031	VN051	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02017	VN046	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02018	VN047	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02019	VN047	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG01866	VN033	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02064	VN062	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02067	VN063	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02127	VN078	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02069	VN064	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG01600	VN006	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02129	VN079	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02523	VN090	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02525	VN91	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02131	VN079	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02132	VN080	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02113	VN073	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02058	VN060	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02120	VN076	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02021	VN048	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG01597	VN003	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG01598	VN004	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG01852	VN019	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02079	VN067	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02081	VN068	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02026	VN049	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02027	VN050	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG01871	VN038	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG01874	VN041	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02072	VN065	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02073	VN065	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02074	VN066	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02060	VN061	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02122	VN076	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02126	VN078	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG01599	VN005	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG01851	VN018	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02080	VN068	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02514	VN087	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02521	VN090	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02522	VN090	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG01870	VN037	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG01878	VN045	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02032	VN051	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02087	VN071	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02075	VN066	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02076	VN066	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02023	VN048	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG01855	VN022	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02140	VN084	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02141	VN085	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02142	VN086	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02025	VN049	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG01840	VN007	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG01841	VN008	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02084	VN069	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG01843	VN010	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG01846	VN013	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02116	VN074	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02121	VN076	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG01849	VN016	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02024	VN049	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02048	VN057	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02049	VN058	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02050	VN059	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02513	VN087	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02086	VN070	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG01863	VN030	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG01864	VN031	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02133	VN080	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG01850	VN017	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
